Number,Team,Transaction,DateTime,Empty
7071,3,Jonathan Morgan was released.,2022-07-23 2:40:57 PM,
7072,22,Steeve Stevenson was released.,2022-07-23 2:40:57 PM,
7073,5,Torsten Li was released.,2022-07-23 2:40:57 PM,
7074,1,Reginald Peck was released.,2022-07-23 2:40:57 PM,
7075,15,Sebastien Boutin was released.,2022-07-23 2:40:57 PM,
7076,22,Mitch Huot was released.,2022-07-23 2:40:57 PM,
7077,9,Devin Santos was released.,2022-07-23 2:40:57 PM,
7078,5,Sonny Stenvall was released.,2022-07-23 2:40:57 PM,
7079,15,Omar Gustafson was released.,2022-07-23 2:40:57 PM,
7080,13,Marcos Burnett was released.,2022-07-23 2:40:57 PM,
7081,17,Tommy Augustsson was released.,2022-07-23 2:40:57 PM,
7082,21,Lee Burgess was released.,2022-07-23 2:40:57 PM,
7083,18,Duane Hopkins was released.,2022-07-23 2:40:57 PM,
7084,7,Harry Potvin was released.,2022-07-23 2:40:57 PM,
7085,16,Jim Gelinas was released.,2022-07-23 2:40:57 PM,
7086,2,Jordan Carr was released.,2022-07-23 2:40:57 PM,
7087,10,Odd Sundman was released.,2022-07-23 2:40:57 PM,
7088,23,Joey Bond was released.,2022-07-23 2:40:57 PM,
7089,20,Zdenek Jakubec was released.,2022-07-23 2:40:57 PM,
7090,23,Azat Emelyanov was released.,2022-07-23 2:40:57 PM,
7091,20,Mark Korshunova was released.,2022-07-23 2:40:57 PM,
7092,9,Gregoire Dauphin was released.,2022-07-23 2:40:57 PM,
7093,3,Kris Delisle was released.,2022-07-23 2:40:57 PM,
7094,13,Don Schmidt was released.,2022-07-23 2:40:57 PM,
7095,6,Ahmet Ljunggren was released.,2022-07-23 2:40:57 PM,
7096,3,James Lam was released.,2022-07-23 2:40:57 PM,
7097,21,Mathieu Oliver was released.,2022-07-23 2:40:57 PM,
7098,9,Saku Tyni was released.,2022-07-23 2:40:57 PM,
7099,22,Claude Dhillon was released.,2022-07-23 2:40:57 PM,
7100,13,Greg Contreras was released.,2022-07-23 2:40:57 PM,
7101,13,Rodney Rice was released.,2022-07-23 2:40:57 PM,
7102,14,Scott Janzen was released.,2022-07-23 2:40:57 PM,
7103,15,Lawrence Orr was released.,2022-07-23 2:40:57 PM,
7104,21,Richard Qvarnstrom was released.,2022-07-23 2:40:57 PM,
7105,24,Julian Allen was released.,2022-07-23 2:40:57 PM,
7106,23,Hannu Stridh was released.,2022-07-23 2:40:57 PM,
7107,10,Ziedonis Mikelsons was released.,2022-07-23 2:40:57 PM,
7108,6,Birger Grau was released.,2022-07-23 2:40:57 PM,
7109,12,Tommy Blouin was released.,2022-07-23 2:40:57 PM,
7110,5,Ed Powers was released.,2022-07-23 2:40:57 PM,
7111,11,Ilsur Galimova was released.,2022-07-23 2:40:57 PM,
7112,3,Vladislav Ivanicova was released.,2022-07-23 2:40:57 PM,
7113,2,Wesley Humphrey was released.,2022-07-23 2:40:57 PM,
7114,20,Gunnar Blomquist was released.,2022-07-23 2:40:57 PM,
7115,8,Hemmo Kovanen was released.,2022-07-23 2:40:57 PM,
7116,18,Sebastien Simpson was released.,2022-07-23 2:40:57 PM,
7117,17,Santeri Holmberg was released.,2022-07-23 2:40:57 PM,
7118,2,Marco Lawson was released.,2022-07-23 2:40:57 PM,
7119,19,Brandon Gibson was released.,2022-07-23 2:40:57 PM,
7120,22,Jerry Seguin was released.,2022-07-23 2:40:57 PM,
7121,14,Maciej Solstad was released.,2022-07-23 2:40:57 PM,
7122,2,Matt Nguyen was released.,2022-07-23 2:40:57 PM,
7123,3,Reg O'Brien was released.,2022-07-23 2:40:57 PM,
7124,22,Stefan Majerova was released.,2022-07-23 2:40:57 PM,
7125,1,Blake Small was released.,2022-07-23 2:40:57 PM,
7126,16,Sven-Olof Oscarsson was released.,2022-07-23 2:40:57 PM,
7127,3,Yanis Klimova was released.,2022-07-23 2:40:57 PM,
7128,23,Omar Black was released.,2022-07-23 2:40:57 PM,
7129,8,Andrej Horakova was released.,2022-07-23 2:40:57 PM,
7130,5,Doug Fortin was released.,2022-07-23 2:40:57 PM,
7131,10,Ricky Kaplan was released.,2022-07-23 2:40:57 PM,
7132,9,Leopold Michal was released.,2022-07-23 2:40:57 PM,
7133,4,Rex Mcdonald was released.,2022-07-23 2:40:57 PM,
7134,18,Miika Holm was released.,2022-07-23 2:40:57 PM,
7135,7,Matthew Savard was released.,2022-07-23 2:40:57 PM,
7136,16,Ryan Bell was released.,2022-07-23 2:40:57 PM,
7137,3,Anssi Saarikoski was released.,2022-07-23 2:40:57 PM,
7138,9,Osman Horn was released.,2022-07-23 2:40:57 PM,
7139,22,Wayne Boudreault was released.,2022-07-23 2:40:57 PM,
7140,15,Troy Gordon was released.,2022-07-23 2:40:57 PM,
7141,20,Vano Sabirova was released.,2022-07-23 2:40:57 PM,
7142,1,Levon Ovsyannikova was released.,2022-07-23 2:40:57 PM,
7143,5,Bereke Tomin was released.,2022-07-23 2:40:57 PM,
7144,8,Joel Hood was released.,2022-07-23 2:40:57 PM,
7145,16,Edwin Maxwell was released.,2022-07-23 2:40:57 PM,
7146,18,Karl Karvinen was released.,2022-07-23 2:40:57 PM,
7147,15,Mohammad Clement was released.,2022-07-23 2:40:57 PM,
7148,15,Niyaz Lobanova was released.,2022-07-23 2:40:57 PM,
7149,10,Alibek Kotov was released.,2022-07-23 2:40:57 PM,
7150,17,Alibek Terenteva was released.,2022-07-23 2:40:57 PM,
7151,18,Roberto Conley was released.,2022-07-23 2:40:57 PM,
7152,15,Remi Marshall was released.,2022-07-23 2:40:57 PM,
7153,23,Holger Mansson was released.,2022-07-23 2:40:57 PM,
7154,19,Rick Thomson was released.,2022-07-23 2:40:57 PM,
7155,19,Merle Green was released.,2022-07-23 2:40:57 PM,
7156,18,Harvey Mann was released.,2022-07-23 2:40:57 PM,
7157,22,Devin Gagnon was released.,2022-07-23 2:40:57 PM,
7158,17,Stephan Heinemann was released.,2022-07-23 2:40:57 PM,
7159,2,Rene Michalko was released.,2022-07-23 2:40:57 PM,
7160,14,Timofey Ermolenko was released.,2022-07-23 2:40:57 PM,
7161,5,Curt Ochoa was released.,2022-07-23 2:40:57 PM,
7162,19,Jeremiah Owens was released.,2022-07-23 2:40:57 PM,
7163,15,Allen Gilbert was released.,2022-07-23 2:40:57 PM,
7164,1,Calvin Matte was released.,2022-07-23 2:40:57 PM,
7165,6,Jose Hodges was released.,2022-07-23 2:40:57 PM,
7166,8,Asker Mikhaylov was released.,2022-07-23 2:40:57 PM,
7167,7,Sergej Kravtsov was released.,2022-07-23 2:40:57 PM,
7168,6,Jean Walton was released.,2022-07-23 2:40:57 PM,
7169,19,Blaine Cadieux was released.,2022-07-23 2:40:57 PM,
7170,18,Roman Makhambetov was released.,2022-07-23 2:40:57 PM,
7171,13,Falko Benz was released.,2022-07-23 2:40:57 PM,
7172,10,Guy Cameron was released.,2022-07-23 2:40:57 PM,
7173,6,Andy Mohamed was released.,2022-07-23 2:40:57 PM,
7174,12,Ahmad Damkjaer was released.,2022-07-23 2:40:57 PM,
7175,18,Aleksejs Dzenis was released.,2022-07-23 2:40:57 PM,
7176,14,Frank Lloyd was released.,2022-07-23 2:40:57 PM,
7177,18,Ted Rioux was released.,2022-07-23 2:40:57 PM,
7178,24,Miguel Chang was released.,2022-07-23 2:40:57 PM,
7179,14,Fredrik Koskelainen was released.,2022-07-23 2:40:57 PM,
7180,16,Rob Golden was released.,2022-07-23 2:40:57 PM,
7181,16,Kimmo Markkanen was released.,2022-07-23 2:40:57 PM,
7182,12,Yunus Vladimirova was released.,2022-07-23 2:40:57 PM,
7183,20,Domenico Felder was released.,2022-07-23 2:40:57 PM,
7184,11,Len Poulin was released.,2022-07-23 2:40:57 PM,
7185,8,Jan-Olov Emanuelsson was released.,2022-07-23 2:40:57 PM,
7186,14,Russ Yoder was released.,2022-07-23 2:40:57 PM,
7187,6,Stefan Brada was released.,2022-07-23 2:40:57 PM,
7188,1,Sigvard Hallberg was released.,2022-07-23 2:40:57 PM,
7189,20,Julian Richard was released.,2022-07-23 2:40:57 PM,
7190,23,Kelvin Banks was released.,2022-07-23 2:40:57 PM,
7191,16,Illya Fedorovich was released.,2022-07-23 2:40:57 PM,
7192,1,Khazan Eryomenko was released.,2022-07-23 2:40:57 PM,
7193,9,Jack Hicks was released.,2022-07-23 2:40:57 PM,
7194,19,Jesper Hyvonen was released.,2022-07-23 2:40:57 PM,
7195,19,Stanley Gardiner was released.,2022-07-23 2:40:57 PM,
7196,18,Ian Jordan was released.,2022-07-23 2:40:57 PM,
7197,2,Jessy Gaillard was released.,2022-07-23 2:40:57 PM,
7198,12,Murray Laplante was released.,2022-07-23 2:40:57 PM,
7199,12,Nigel Howe was released.,2022-07-23 2:40:57 PM,
7200,7,Raj Mills was released.,2022-07-23 2:40:57 PM,
7201,12,Maxon Sobolev was released.,2022-07-23 2:40:57 PM,
7202,7,Gino Andrews was released.,2022-07-23 2:40:57 PM,
7203,2,Ilnar Vakhrusheva was released.,2022-07-23 2:40:57 PM,
7204,14,Casey Mayer was released.,2022-07-23 2:40:57 PM,
7205,21,Brendan Chung was released.,2022-07-23 2:40:57 PM,
7206,18,Marty Blair was released.,2022-07-23 2:40:57 PM,
7207,20,Nicholas Brassard was released.,2022-07-23 2:40:57 PM,
7208,19,Emmanuel Salas was released.,2022-07-23 2:40:57 PM,
7209,11,Morgan Brunet was released.,2022-07-23 2:40:57 PM,
7210,14,Lionel Bissonnette was released.,2022-07-23 2:40:57 PM,
7211,5,Rodion Belova was released.,2022-07-23 2:40:57 PM,
7212,15,Johannes Utriainen was released.,2022-07-23 2:40:57 PM,
7213,22,Minh Scott was released.,2022-07-23 2:40:57 PM,
7214,7,Wayne Chartrand was released.,2022-07-23 2:40:57 PM,
7215,1,Harry Giroux was released.,2022-07-23 2:40:57 PM,
7216,5,Erich Polasek was released.,2022-07-23 2:40:57 PM,
7217,7,Ilnar Cherkasov was released.,2022-07-23 2:40:57 PM,
7218,18,Ragnar Nordgren was released.,2022-07-23 2:40:57 PM,
7219,14,Arman Alexeeva was released.,2022-07-23 2:40:57 PM,
7220,17,Gotz Keil was released.,2022-07-23 2:40:57 PM,
7221,10,Chingiz Bogdanov was released.,2022-07-23 2:40:57 PM,
7222,12,Kiril Chirkov was released.,2022-07-23 2:40:57 PM,
7223,1,Freddie Greer was released.,2022-07-23 2:40:57 PM,
7224,8,Micheal Asselin was released.,2022-07-23 2:40:57 PM,
7225,17,Bedrich Michalova was released.,2022-07-23 2:40:57 PM,
7226,13,Brandon Moore was released.,2022-07-23 2:40:57 PM,
7227,14,Perry Rose was released.,2022-07-23 2:40:57 PM,
7228,1,Marshall Giles was released.,2022-07-23 2:40:57 PM,
7229,1,Aki Haapamaki was released.,2022-07-23 2:40:57 PM,
7230,9,Jamal Lindman was released.,2022-07-23 2:40:57 PM,
7231,20,Hans-Dieter Huber was released.,2022-07-23 2:40:57 PM,
7232,19,Devin Vazquez was released.,2022-07-23 2:40:57 PM,
7233,15,Felipe Costello was released.,2022-07-23 2:40:57 PM,
7234,7,Kurt Kure was released.,2022-07-23 2:40:57 PM,
7235,21,Jerry Ludvigsson was released.,2022-07-23 2:40:57 PM,
7236,6,Johnny Fritz was released.,2022-07-23 2:40:57 PM,
7237,9,Hubert Aubin was released.,2022-07-23 2:40:57 PM,
7238,21,Jean-Marc Lacasse was released.,2022-07-23 2:40:57 PM,
7239,16,Johannes Johannessen was released.,2022-07-23 2:40:57 PM,
7240,23,Greg Fitzpatrick was released.,2022-07-23 2:40:57 PM,
7241,2,Dale Robichaud was released.,2022-07-23 2:40:57 PM,
7242,14,Lon Dixon was released.,2022-07-23 2:40:57 PM,
7243,11,Kelvin Lussier was released.,2022-07-23 2:40:57 PM,
7244,19,Jaime Snow was released.,2022-07-23 2:40:57 PM,
7245,11,Bruno Major was released.,2022-07-23 2:40:57 PM,
7246,18,Marc-Andre Manning was released.,2022-07-23 2:40:57 PM,
7247,11,Bror Ohlsson was released.,2022-07-23 2:40:57 PM,
7248,21,Vaclav Mrazik was released.,2022-07-23 2:40:57 PM,
7249,1,Julio Ray was released.,2022-07-23 2:40:57 PM,
7250,8,Hans Sundvall was released.,2022-07-23 2:40:57 PM,
7251,3,Nicholas Peck was released.,2022-07-23 2:40:57 PM,
7252,4,Zoltan Sotakova was released.,2022-07-23 2:40:57 PM,
7253,8,Bob Holmes was released.,2022-07-23 2:40:57 PM,
7254,14,Jean-Guy Girard was released.,2022-07-23 2:40:57 PM,
7255,2,Corey Doyle was released.,2022-07-23 2:40:57 PM,
7256,20,Igor Lundberg was released.,2022-07-23 2:40:57 PM,
7257,9,Alexander Healey was released.,2022-07-23 2:40:57 PM,
7258,5,Aydyn Fomina was released.,2022-07-23 2:40:57 PM,
7259,8,Henri Vallieres was released.,2022-07-23 2:40:57 PM,
7260,20,Thomas Hyyrylainen was released.,2022-07-23 2:40:57 PM,
7261,7,Teodor Michalec was released.,2022-07-23 2:40:57 PM,
7262,3,Jaroslav Kollar was released.,2022-07-23 2:40:57 PM,
7263,5,Daniel Hewitt was released.,2022-07-23 2:40:57 PM,
7264,12,Duane Bond was released.,2022-07-23 2:40:57 PM,
7265,23,Norbert Seeger was released.,2022-07-23 2:40:57 PM,
7266,23,Leon Pare was released.,2022-07-23 2:40:57 PM,
7267,6,Teemu Kannisto was released.,2022-07-23 2:40:57 PM,
7268,19,Terrence Barnes was released.,2022-07-23 2:40:57 PM,
7269,16,Matt Conner was released.,2022-07-23 2:40:57 PM,
7270,7,Gino Todd was released.,2022-07-23 2:40:57 PM,
7271,9,Luc Drouin was released.,2022-07-23 2:40:57 PM,
7272,17,Kevin Leijon was released.,2022-07-23 2:40:57 PM,
7273,10,James Auger was released.,2022-07-23 2:40:57 PM,
7274,8,Jorge Patrick was released.,2022-07-23 2:40:57 PM,
7275,23,Maxim Bizhanov was released.,2022-07-23 2:40:57 PM,
7276,6,Rusik Nikolaeva was released.,2022-07-23 2:40:57 PM,
7277,1,Shane Jacob was released.,2022-07-23 2:40:57 PM,
7278,6,James Maxwell was released.,2022-07-23 2:40:57 PM,
7279,5,Senya Kozhevnikov was released.,2022-07-23 2:40:57 PM,
7280,3,Savely Fedorova was released.,2022-07-23 2:40:57 PM,
7281,7,Francisco Mack was released.,2022-07-23 2:40:57 PM,
7282,11,Jean-Luc Auger was released.,2022-07-23 2:40:57 PM,
7283,17,Garrett Burns was released.,2022-07-23 2:40:57 PM,
7284,13,Marc Laurin was released.,2022-07-23 2:40:57 PM,
7285,20,Kaarlo Peltoniemi was released.,2022-07-23 2:40:57 PM,
7286,10,Leonhard Kruger was released.,2022-07-23 2:40:57 PM,
7287,15,Carl Blake was released.,2022-07-23 2:40:57 PM,
7288,14,Randy Montgomery was released.,2022-07-23 2:40:57 PM,
7289,12,Vern White was released.,2022-07-23 2:40:57 PM,
7290,8,Mans Wass was released.,2022-07-23 2:40:57 PM,
7291,14,Jouni Henriksson was released.,2022-07-23 2:40:57 PM,
7292,21,Bruno Peterson was released.,2022-07-23 2:40:57 PM,
7293,15,Raymond Lemire was released.,2022-07-23 2:40:57 PM,
7294,11,Christopher Maier was released.,2022-07-23 2:40:57 PM,
7295,15,Rene Lundqvist was released.,2022-07-23 2:40:57 PM,
7296,24,Gerald Goulet was released.,2022-07-23 2:40:57 PM,
7297,19,Oleg Maslov was released.,2022-07-23 2:40:57 PM,
7298,12,Bruno Macmillan was released.,2022-07-23 2:40:57 PM,
7299,13,Clarence Turcotte was released.,2022-07-23 2:40:57 PM,
7300,20,Ali Thoren was released.,2022-07-23 2:40:57 PM,
7301,23,Wm Larsen was released.,2022-07-23 2:40:57 PM,
7302,10,Hugo Muller was released.,2022-07-23 2:40:57 PM,
7303,6,Raj Denis was released.,2022-07-23 2:40:57 PM,
7304,4,David Perreault was released.,2022-07-23 2:40:57 PM,
7305,17,Aleksej Vladimirovna was released.,2022-07-23 2:40:57 PM,
7306,21,Mihail Alexandrov was released.,2022-07-23 2:40:57 PM,
7307,10,Yakov Nazarov was released.,2022-07-23 2:40:57 PM,
7308,6,Luis Macdonald was released.,2022-07-23 2:40:57 PM,
7309,21,Ayur Guseynov was released.,2022-07-23 2:40:57 PM,
7310,5,Leo Sidhu was released.,2022-07-23 2:40:57 PM,
7311,23,Gino Schmidt was released.,2022-07-23 2:40:57 PM,
7312,24,Vincenc Sabova was released.,2022-07-23 2:40:57 PM,
7313,4,Andre Algotsson was released.,2022-07-23 2:40:57 PM,
7314,12,Wilfred Leclerc was released.,2022-07-23 2:40:57 PM,
7315,5,Dinis Malkova was released.,2022-07-23 2:40:57 PM,
7316,19,Len Leger was released.,2022-07-23 2:40:57 PM,
7317,4,Julian Powell was released.,2022-07-23 2:40:57 PM,
7318,14,Neil Preston was released.,2022-07-23 2:40:57 PM,
7319,3,Thanh Fleury was released.,2022-07-23 2:40:57 PM,
7320,20,Germain Cooper was released.,2022-07-23 2:40:57 PM,
7321,7,Gregg Bradshaw was released.,2022-07-23 2:40:57 PM,
7322,18,Roberto Beauchamp was released.,2022-07-23 2:40:57 PM,
7323,3,Mathew Vallee was released.,2022-07-23 2:40:57 PM,
7324,3,Claude Mercer was released.,2022-07-23 2:40:57 PM,
7325,3,Samuli Knuuttila was released.,2022-07-23 2:40:57 PM,
7326,18,Zoran Eberhard was released.,2022-07-23 2:40:57 PM,
7327,5,Daniel Tran was released.,2022-07-23 2:40:57 PM,
7328,12,Amir Wagner was released.,2022-07-23 2:40:57 PM,
7329,6,Angel Hunt was released.,2022-07-23 2:40:57 PM,
7330,18,Gyorgy Juskova was released.,2022-07-23 2:40:57 PM,
7331,21,Rudy Frederick was released.,2022-07-23 2:40:57 PM,
7332,21,Rene Desroches was released.,2022-07-23 2:40:57 PM,
7333,6,Colin Power was released.,2022-07-23 2:40:57 PM,
7334,3,Harvey Pollock was released.,2022-07-23 2:40:57 PM,
7335,24,Pat Duquette was released.,2022-07-23 2:40:57 PM,
7336,23,Luke Mcmahon was released.,2022-07-23 2:40:57 PM,
7337,21,Herman Martinez was released.,2022-07-23 2:40:57 PM,
7338,9,Terry Pratt was released.,2022-07-23 2:40:57 PM,
7339,5,Aidyn Isabekov was released.,2022-07-23 2:40:57 PM,
7340,3,Ayur Trifonov was released.,2022-07-23 2:40:57 PM,
7341,16,Joakim Tahvanainen was released.,2022-07-23 2:40:57 PM,
7342,18,Nicholas Lacasse was released.,2022-07-23 2:40:57 PM,
7343,12,Oiva Kurvinen was released.,2022-07-23 2:40:57 PM,
7344,11,Jimmy Gordon was released.,2022-07-23 2:40:57 PM,
7345,19,Larry Poole was released.,2022-07-23 2:40:57 PM,
7346,16,Sam Nadeau was released.,2022-07-23 2:40:57 PM,
7347,2,Victor Burnett was released.,2022-07-23 2:40:57 PM,
7348,23,Marcus Sandhu was released.,2022-07-23 2:40:57 PM,
7349,17,Thomas Bowman was released.,2022-07-23 2:40:57 PM,
7350,9,Dan Luukkonen was released.,2022-07-23 2:40:57 PM,
7351,24,Clint Knight was released.,2022-07-23 2:40:57 PM,
7352,9,Jean-Paul White was released.,2022-07-23 2:40:57 PM,
7353,14,Robt Matheson was released.,2022-07-23 2:40:57 PM,
7354,19,Frantisek Sc was released.,2022-07-23 2:40:57 PM,
7355,18,Garnet Gilbert was released.,2022-07-23 2:40:57 PM,
7356,1,Steve Mcdermott was released.,2022-07-23 2:40:57 PM,
7357,8,Danila Antonov was released.,2022-07-23 2:40:57 PM,
7358,14,Byron Griffiths was released.,2022-07-23 2:40:57 PM,
7359,20,Marco Curtis was released.,2022-07-23 2:40:57 PM,
7360,24,Ahmad Melanson was released.,2022-07-23 2:40:57 PM,
7361,15,Tim Nelson was released.,2022-07-23 2:40:57 PM,
7362,2,Tomas Bartlett was released.,2022-07-23 2:40:57 PM,
7363,4,Gordon Morin was released.,2022-07-23 2:40:57 PM,
7364,8,Ralf Reinholdsson was released.,2022-07-23 2:40:57 PM,
7365,2,Alejandro Rush was released.,2022-07-23 2:40:57 PM,
7366,6,Ola Blad was released.,2022-07-23 2:40:57 PM,
7367,2,Art Lowe was released.,2022-07-23 2:40:57 PM,
7368,16,Elias Cunningham was released.,2022-07-23 2:40:57 PM,
7369,8,Mats Lonn was released.,2022-07-23 2:40:57 PM,
7370,14,Gergely Pis was released.,2022-07-23 2:40:57 PM,
7371,24,Robin Hallikainen was released.,2022-07-23 2:40:57 PM,
7372,5,Devin Davies was released.,2022-07-23 2:40:57 PM,
7373,9,Denis Laflamme was released.,2022-07-23 2:40:57 PM,
7374,22,Carlos Loosli was released.,2022-07-23 2:40:57 PM,
7375,24,Marc Mcconnell was released.,2022-07-23 2:40:57 PM,
7376,2,Roman Kjellberg was released.,2022-07-23 2:40:57 PM,
7377,2,Andy Labrie was released.,2022-07-23 2:40:57 PM,
7378,9,Floyd Barton was released.,2022-07-23 2:40:57 PM,
7379,5,Elmer Wood was released.,2022-07-23 2:40:57 PM,
7380,1,Terrence Espinoza was released.,2022-07-23 2:40:57 PM,
7381,13,Tomi Myllynen was released.,2022-07-23 2:40:57 PM,
7382,5,Brandon Chow was released.,2022-07-23 2:40:57 PM,
7383,20,Luke Ramos was released.,2022-07-23 2:40:57 PM,
7384,16,Darrell Stephens was released.,2022-07-23 2:40:57 PM,
7385,13,Allan Kling was released.,2022-07-23 2:40:57 PM,
7386,12,Elly Grimm was released.,2022-07-23 2:40:57 PM,
7387,1,Jeremy Lacombe was released.,2022-07-23 2:40:57 PM,
7388,14,Fadi Rosenqvist was released.,2022-07-23 2:40:57 PM,
7389,24,Angelo Winter was released.,2022-07-23 2:40:57 PM,
7390,17,Emile Loewen was released.,2022-07-23 2:40:57 PM,
7391,9,Emil Pozdnyakov was released.,2022-07-23 2:40:57 PM,
7392,7,William Giesbrecht was released.,2022-07-23 2:40:57 PM,
7393,1,Alexander Zimmer was released.,2022-07-23 2:40:57 PM,
7394,18,Sam Blair was released.,2022-07-23 2:40:57 PM,
7395,8,Oskar Poyhonen was released.,2022-07-23 2:40:57 PM,
7396,7,Ali Afonina was released.,2022-07-23 2:40:57 PM,
7397,20,Marc Bremer was released.,2022-07-23 2:40:57 PM,
7398,22,Ali Christian was released.,2022-07-23 2:40:57 PM,
7399,19,Jozef Kucharova was released.,2022-07-23 2:40:57 PM,
7400,10,Damien Imbert was released.,2022-07-23 2:40:57 PM,
7401,18,Jean-Marie Ducharme was released.,2022-07-23 2:40:57 PM,
7402,7,Dan Backman was released.,2022-07-23 2:40:57 PM,
7403,23,Vladimir Holmstrom was released.,2022-07-23 2:40:57 PM,
7404,2,Henrik Tapio was released.,2022-07-23 2:40:57 PM,
7405,11,Unto Valimaa was released.,2022-07-23 2:40:57 PM,
7406,4,Johnny Parsons was released.,2022-07-23 2:40:57 PM,
7407,10,Garth Keller was released.,2022-07-23 2:40:57 PM,
7408,1,Melvin Carroll was released.,2022-07-23 2:40:57 PM,
7409,16,Jean-Luc Gardiner was released.,2022-07-23 2:40:57 PM,
7410,20,Noel Johnston was released.,2022-07-23 2:40:57 PM,
7411,3,Jesus Watkins was released.,2022-07-23 2:40:57 PM,
7412,4,Kevin Chen was released.,2022-07-23 2:40:57 PM,
7413,24,Samuel Savard was released.,2022-07-23 2:40:57 PM,
7414,23,Derek Howe was released.,2022-07-23 2:40:57 PM,
7415,8,August Aebi was released.,2022-07-23 2:40:57 PM,
7416,15,Evgenii Suleymanov was released.,2022-07-23 2:40:57 PM,
7417,15,Jean-Marie Chan was released.,2022-07-23 2:40:57 PM,
7418,1,Alpamys Gaitova was released.,2022-07-23 2:40:57 PM,
7419,12,Philip Cabrera was released.,2022-07-23 2:40:57 PM,
7420,14,Maxim Romanenko was released.,2022-07-23 2:40:57 PM,
7421,1,Spencer Laporte was released.,2022-07-23 2:40:57 PM,
7422,16,Stanley Vaughn was released.,2022-07-23 2:40:57 PM,
7423,17,Omar Norris was released.,2022-07-23 2:40:57 PM,
7424,3,Laurence Jacques was released.,2022-07-23 2:40:57 PM,
7425,18,Winston Blais was released.,2022-07-23 2:40:57 PM,
7426,11,Harold Weber was released.,2022-07-23 2:40:57 PM,
7427,22,Duncan Joly was released.,2022-07-23 2:40:57 PM,
7428,12,Jim Fortin was released.,2022-07-23 2:40:57 PM,
7429,12,Kirk Mann was released.,2022-07-23 2:40:57 PM,
7430,14,Benjamin Mcgregor was released.,2022-07-23 2:40:57 PM,
7431,8,Domenic Corbett was released.,2022-07-23 2:40:57 PM,
7432,18,Walter Hooper was released.,2022-07-23 2:40:57 PM,
7433,1,James Booth was released.,2022-07-23 2:40:57 PM,
7434,14,Rodolfo Mcdonald was released.,2022-07-23 2:40:57 PM,
7435,21,Mekan Rusetskaya was released.,2022-07-23 2:40:57 PM,
7436,18,Gerard Larocque was released.,2022-07-23 2:40:57 PM,
7437,13,Wolfgang Diehl was released.,2022-07-23 2:40:57 PM,
7438,23,Max Eggers was released.,2022-07-23 2:40:57 PM,
7439,24,Cory Vazquez was released.,2022-07-23 2:40:57 PM,
7440,8,Andre Lien was released.,2022-07-23 2:40:57 PM,
7441,3,Greg Mcgrath was released.,2022-07-23 2:40:57 PM,
7442,16,Romeo Mercer was released.,2022-07-23 2:40:57 PM,
7443,4,Elias Hebert was released.,2022-07-23 2:40:57 PM,
7444,22,Aleksandar Lantz was released.,2022-07-23 2:40:57 PM,
7445,19,Gaetan Vincent was released.,2022-07-23 2:40:57 PM,
7446,24,Hugo Matula was released.,2022-07-23 2:40:57 PM,
7447,12,Luke Gardiner was released.,2022-07-23 2:40:57 PM,
7448,3,Rainer Steinmann was released.,2022-07-23 2:40:57 PM,
7449,6,Aarre Myllykoski was released.,2022-07-23 2:40:57 PM,
7450,7,Brede Stentoft was released.,2022-07-23 2:40:57 PM,
7451,21,Dmitrii Rybakov was released.,2022-07-23 2:40:57 PM,
7452,14,Roger Sundelin was released.,2022-07-23 2:40:57 PM,
7453,3,Edward Sturm was released.,2022-07-23 2:40:57 PM,
7454,22,Heikki Staaf was released.,2022-07-23 2:40:57 PM,
7455,23,Donnie Davis was released.,2022-07-23 2:40:57 PM,
7456,7,Brett Charlebois was released.,2022-07-23 2:40:57 PM,
7457,23,Kelvin Bullock was released.,2022-07-23 2:40:57 PM,
7458,13,Sampo Ahola was released.,2022-07-23 2:40:57 PM,
7459,10,Petri Hyvarinen was released.,2022-07-23 2:40:57 PM,
7460,12,Artyr Kolos was released.,2022-07-23 2:40:57 PM,
7461,2,Harold Patenaude was released.,2022-07-23 2:40:57 PM,
7462,21,Charles Theriault was released.,2022-07-23 2:40:57 PM,
7463,16,Les Parsons was released.,2022-07-23 2:40:57 PM,
7464,13,Ludek Sojkova was released.,2022-07-23 2:40:57 PM,
7465,19,Ray Breton was released.,2022-07-23 2:40:57 PM,
7466,12,Clinton Nash was released.,2022-07-23 2:40:57 PM,
7467,7,Robt Pare was released.,2022-07-23 2:40:57 PM,
7468,21,Veli-Pekka Ryhanen was released.,2022-07-23 2:40:57 PM,
7469,20,Micheal Vallieres was released.,2022-07-23 2:40:57 PM,
7470,10,Louis Fontaine was released.,2022-07-23 2:40:57 PM,
7471,19,Samuel Aijala was released.,2022-07-23 2:40:57 PM,
7472,5,Narek Mironov was released.,2022-07-23 2:40:57 PM,
7473,17,Ralph Lynn was released.,2022-07-23 2:40:57 PM,
7474,13,Iiro Vanhanen was released.,2022-07-23 2:40:57 PM,
7475,18,Nathan Bartlett was released.,2022-07-23 2:40:57 PM,
7476,1,Douglas Singleton was released.,2022-07-23 2:40:57 PM,
7477,10,Oliver Gregory was released.,2022-07-23 2:40:57 PM,
7478,11,Herbert Rivas was released.,2022-07-23 2:40:57 PM,
7479,2,Bryan Blake was released.,2022-07-23 2:40:57 PM,
7480,14,Graeme Neufeld was released.,2022-07-23 2:40:57 PM,
